Date,Open,High,Low,Close,Adj Close,Volume
2019-02-13,42.84749984741211,43.119998931884766,42.47999954223633,42.54499816894531,41.3956413269043,89960800
2019-02-14,42.4275016784668,42.814998626708984,42.345001220703125,42.70000076293945,41.54645538330078,87342800
2019-02-15,42.8125,42.92499923706055,42.4375,42.60499954223633,41.45402526855469,98507200
2019-02-19,42.4275016784668,42.86000061035156,42.372501373291016,42.73249816894531,41.57807922363281,75891200
2019-02-20,42.79750061035156,43.33000183105469,42.747501373291016,43.00749969482422,41.84564971923828,104457600
2019-02-21,42.95000076293945,43.092498779296875,42.57500076293945,42.76499938964844,41.60969924926758,68998800
2019-02-22,42.89500045776367,43.25,42.845001220703125,43.24250030517578,42.07429885864258,75652800
2019-02-25,43.540000915527344,43.967498779296875,43.48749923706055,43.557498931884766,42.380794525146484,87493600
2019-02-26,43.4275016784668,43.82500076293945,43.29249954223633,43.58250045776367,42.405113220214844,68280800
2019-02-27,43.3025016784668,43.75,43.182498931884766,43.717498779296875,42.536468505859375,111341600
2019-02-28,43.58000183105469,43.727500915527344,43.22999954223633,43.287498474121094,42.11808776855469,112861600
2019-03-01,43.56999969482422,43.787498474121094,43.22249984741211,43.74250030517578,42.56079864501953,103544800
2019-03-04,43.92250061035156,44.4375,43.49250030517578,43.962501525878906,42.77485275268555,109744800
2019-03-05,43.98500061035156,44.0,43.6349983215332,43.88249969482422,42.6970100402832,78949600
2019-03-06,43.66749954223633,43.872501373291016,43.48500061035156,43.630001068115234,42.451332092285156,83241600
2019-03-07,43.467498779296875,43.61000061035156,43.005001068115234,43.125,41.9599723815918,99185600
2019-03-08,42.58000183105469,43.26750183105469,42.375,43.227500915527344,42.05970764160156,95997600
2019-03-11,43.872501373291016,44.779998779296875,43.837501525878906,44.724998474121094,43.516746520996094,128044000
2019-03-12,45.0,45.66749954223633,44.842498779296875,45.227500915527344,44.005680084228516,129870400
2019-03-13,45.5625,45.82500076293945,45.22999954223633,45.4275016784668,44.20027542114258,124130000
2019-03-14,45.974998474121094,46.025001525878906,45.63999938964844,45.932498931884766,44.69163131713867,94318000
2019-03-15,46.212501525878906,46.83250045776367,45.935001373291016,46.529998779296875,45.272987365722656,156171600
2019-03-18,46.45000076293945,47.09749984741211,46.4474983215332,47.005001068115234,45.73516082763672,104879200
2019-03-19,47.087501525878906,47.247501373291016,46.47999954223633,46.63249969482422,45.37272262573242,126585600
2019-03-20,46.557498931884766,47.372501373291016,46.182498931884766,47.040000915527344,45.76921081542969,124140800
2019-03-21,47.505001068115234,49.08250045776367,47.45249938964844,48.772499084472656,47.45490646362305,204136800
2019-03-22,48.834999084472656,49.42250061035156,47.69499969482422,47.76250076293945,46.472190856933594,169630800
2019-03-25,47.877498626708984,47.994998931884766,46.650001525878906,47.185001373291016,45.91029357910156,175381200
2019-03-26,47.915000915527344,48.220001220703125,46.14500045776367,46.6974983215332,45.43595886230469,199202000
2019-03-27,47.1875,47.439998626708984,46.63750076293945,47.11750030517578,45.8446159362793,119393600
2019-03-28,47.23749923706055,47.38999938964844,46.88249969482422,47.18000030517578,45.905426025390625,83121600
2019-03-29,47.45750045776367,47.52000045776367,47.1349983215332,47.48749923706055,46.204620361328125,94256000
2019-04-01,47.90999984741211,47.91999816894531,47.095001220703125,47.810001373291016,46.51841354370117,111448000
2019-04-02,47.772499084472656,48.6150016784668,47.76250076293945,48.505001068115234,47.19464111328125,91062800
2019-04-03,48.3125,49.125,48.287498474121094,48.837501525878906,47.51815414428711,93087200
2019-04-04,48.6974983215332,49.092498779296875,48.28499984741211,48.92250061035156,47.60085678100586,76457200
2019-04-05,49.11249923706055,49.275001525878906,48.98249816894531,49.25,47.91950607299805,74106400
2019-04-08,49.10499954223633,50.057498931884766,49.084999084472656,50.025001525878906,48.67356872558594,103526800
2019-04-09,50.08000183105469,50.712501525878906,49.807498931884766,49.875,48.527626037597656,143072800
2019-04-10,49.66999816894531,50.185001373291016,49.54499816894531,50.154998779296875,48.8000602722168,86781200
2019-04-11,50.212501525878906,50.25,49.61000061035156,49.73749923706055,48.393836975097656,83603200
2019-04-12,49.79999923706055,50.03499984741211,49.0525016784668,49.717498779296875,48.37438201904297,111042800
2019-04-15,49.64500045776367,49.962501525878906,49.502498626708984,49.807498931884766,48.46194839477539,70146400
2019-04-16,49.8650016784668,50.342498779296875,49.63999938964844,49.8125,48.4668083190918,102785600
2019-04-17,49.8849983215332,50.845001220703125,49.65250015258789,50.782501220703125,49.41061019897461,115627200
2019-04-18,50.779998779296875,51.037498474121094,50.630001068115234,50.96500015258789,49.58818054199219,96783200
2019-04-22,50.70750045776367,51.23500061035156,50.584999084472656,51.13249969482422,49.751155853271484,77758000
2019-04-23,51.10749816894531,51.9375,50.974998474121094,51.869998931884766,50.468727111816406,93292000
2019-04-24,51.84000015258789,52.119998931884766,51.76250076293945,51.790000915527344,50.390892028808594,70162400
2019-04-25,51.70750045776367,51.939998626708984,51.279998779296875,51.31999969482422,49.933589935302734,74172800
2019-04-26,51.224998474121094,51.25,50.529998779296875,51.07500076293945,49.69520950317383,74596400
2019-04-29,51.099998474121094,51.49250030517578,50.96500015258789,51.15250015258789,49.77061462402344,88818800
2019-04-30,50.76499938964844,50.849998474121094,49.77750015258789,50.16749954223633,48.812217712402344,186139600
2019-05-01,52.470001220703125,53.82749938964844,52.307498931884766,52.630001068115234,51.20819854736328,259309200
2019-05-02,52.459999084472656,53.162498474121094,52.032501220703125,52.287498474121094,50.87495040893555,127985200
2019-05-03,52.72249984741211,52.959999084472656,52.557498931884766,52.9375,51.50739288330078,83569600
2019-05-06,51.0724983215332,52.209999084472656,50.875,52.119998931884766,50.71197509765625,129772400
2019-05-07,51.470001220703125,51.85499954223633,50.20750045776367,50.71500015258789,49.34492874145508,155054800
2019-05-08,50.474998474121094,51.334999084472656,50.4375,50.724998474121094,49.35465621948242,105358000
2019-05-09,50.099998474121094,50.41999816894531,49.165000915527344,50.18000030517578,48.82438659667969,139634400
2019-05-10,49.35499954223633,49.712501525878906,48.192501068115234,49.29499816894531,48.14799880981445,164834800
2019-05-13,46.9275016784668,47.369998931884766,45.712501525878906,46.43000030517578,45.349666595458984,229722400
2019-05-14,46.602500915527344,47.42499923706055,46.352500915527344,47.165000915527344,46.06755828857422,146118800
2019-05-15,46.567501068115234,47.9375,46.505001068115234,47.72999954223633,46.619407653808594,106178800
2019-05-16,47.477500915527344,48.11750030517578,47.209999084472656,47.52000045776367,46.414302825927734,132125600
2019-05-17,46.73249816894531,47.724998474121094,46.689998626708984,47.25,46.15058517456055,131516400
2019-05-20,45.880001068115234,46.087501525878906,45.06999969482422,45.772499084472656,44.70745849609375,154449200
2019-05-21,46.30500030517578,47.0,46.17499923706055,46.650001525878906,45.564544677734375,113459200
2019-05-22,46.165000915527344,46.4275016784668,45.63750076293945,45.69499969482422,44.63176345825195,118994400
2019-05-23,44.95000076293945,45.1349983215332,44.45249938964844,44.915000915527344,43.86991500854492,146118800
2019-05-24,45.04999923706055,45.53499984741211,44.654998779296875,44.74250030517578,43.7014274597168,94858800
2019-05-28,44.72999954223633,45.147499084472656,44.477500915527344,44.557498931884766,43.52073287963867,111792800
2019-05-29,44.10499954223633,44.837501525878906,44.0,44.345001220703125,43.313175201416016,113924800
2019-05-30,44.48749923706055,44.807498931884766,44.16749954223633,44.57500076293945,43.53782653808594,84873600
2019-05-31,44.057498931884766,44.497501373291016,43.747501373291016,43.76750183105469,42.749114990234375,108174400
2019-06-03,43.900001525878906,44.47999954223633,42.567501068115234,43.32500076293945,42.31690979003906,161584400
2019-06-04,43.86000061035156,44.95750045776367,43.630001068115234,44.90999984741211,43.865028381347656,123872000
2019-06-05,46.06999969482422,46.247501373291016,45.28499984741211,45.6349983215332,44.573158264160156,119093600
2019-06-06,45.77000045776367,46.36750030517578,45.537498474121094,46.30500030517578,45.22756576538086,90105200
2019-06-07,46.627498626708984,47.97999954223633,46.442501068115234,47.537498474121094,46.431392669677734,122737600
2019-06-10,47.95249938964844,48.842498779296875,47.904998779296875,48.14500045776367,47.024757385253906,104883600
2019-06-11,48.71500015258789,49.0,48.400001525878906,48.70249938964844,47.56928253173828,107731600
2019-06-12,48.48749923706055,48.99250030517578,48.34749984741211,48.54750061035156,47.41789245605469,73012800
2019-06-13,48.67499923706055,49.1974983215332,48.400001525878906,48.537498474121094,47.40812301635742,86698400
2019-06-14,47.88750076293945,48.397499084472656,47.57500076293945,48.185001373291016,47.06382369995117,75046000
2019-06-17,48.224998474121094,48.7400016784668,48.04249954223633,48.47249984741211,47.344642639160156,58676400
2019-06-18,49.01250076293945,50.0724983215332,48.8025016784668,49.61249923706055,48.45811080932617,106204000
2019-06-19,49.91999816894531,49.970001220703125,49.32749938964844,49.467498779296875,48.31648254394531,84496800
2019-06-20,50.092498779296875,50.15250015258789,49.50749969482422,49.8650016784668,48.70473861694336,86056000
2019-06-21,49.70000076293945,50.212501525878906,49.537498474121094,49.69499969482422,48.53868865966797,191202400
2019-06-24,49.6349983215332,50.040000915527344,49.54249954223633,49.64500045776367,48.4898567199707,72881600
2019-06-25,49.60749816894531,49.814998626708984,48.8224983215332,48.89250183105469,47.75486755371094,84281200
2019-06-26,49.442501068115234,50.247501373291016,49.337501525878906,49.95000076293945,48.78776168823242,104270000
2019-06-27,50.0724983215332,50.39250183105469,49.89250183105469,49.935001373291016,48.77311325073242,83598800
2019-06-28,49.66999816894531,49.875,49.26250076293945,49.47999954223633,48.328697204589844,124442400
2019-07-01,50.79249954223633,51.122501373291016,50.162498474121094,50.38750076293945,49.215084075927734,109012000
2019-07-02,50.352500915527344,50.782501220703125,50.34000015258789,50.682498931884766,49.503204345703125,67740800
2019-07-03,50.81999969482422,51.11000061035156,50.67250061035156,51.102500915527344,49.9134407043457,45448000
2019-07-05,50.837501525878906,51.27000045776367,50.724998474121094,51.057498931884766,49.869483947753906,69062000
2019-07-08,50.20249938964844,50.349998474121094,49.602500915527344,50.005001068115234,48.84147644042969,101354400
2019-07-09,49.79999923706055,50.377498626708984,49.70249938964844,50.310001373291016,49.13938903808594,82312000
2019-07-10,50.462501525878906,50.932498931884766,50.38999938964844,50.807498931884766,49.62530517578125,71588400
2019-07-11,50.82749938964844,51.09749984741211,50.4275016784668,50.4375,49.263916015625,80767200
2019-07-12,50.61249923706055,51.0,50.54999923706055,50.82500076293945,49.64240264892578,70380800
2019-07-15,51.022499084472656,51.467498779296875,51.0,51.3025016784668,50.108787536621094,67789600
2019-07-16,51.147499084472656,51.52750015258789,50.875,51.125,49.9354133605957,67467200
2019-07-17,51.01250076293945,51.272499084472656,50.817501068115234,50.837501525878906,49.654605865478516,56430000
2019-07-18,51.0,51.470001220703125,50.92499923706055,51.415000915527344,50.21866989135742,74162400
2019-07-19,51.4474983215332,51.625,50.59000015258789,50.647499084472656,49.46902847290039,83717200
2019-07-22,50.912498474121094,51.807498931884766,50.90250015258789,51.80500030517578,50.59959411621094,89111600
2019-07-23,52.1150016784668,52.227500915527344,51.8224983215332,52.209999084472656,50.99516677856445,73420800
2019-07-24,51.91749954223633,52.287498474121094,51.79249954223633,52.16749954223633,50.95366668701172,59966400
2019-07-25,52.22249984741211,52.310001373291016,51.682498931884766,51.755001068115234,50.550758361816406,55638400
2019-07-26,51.869998931884766,52.432498931884766,51.78499984741211,51.935001373291016,50.72657012939453,70475600
2019-07-29,52.1150016784668,52.65999984741211,52.11000061035156,52.41999816894531,51.200279235839844,86693600
2019-07-30,52.189998626708984,52.540000915527344,51.82749938964844,52.19499969482422,50.98051834106445,135742800
2019-07-31,54.10499954223633,55.342498779296875,52.82500076293945,53.2599983215332,52.02074432373047,277125600
2019-08-01,53.474998474121094,54.50749969482422,51.685001373291016,52.10749816894531,50.89505386352539,216071600
2019-08-02,51.38249969482422,51.60749816894531,50.407501220703125,51.005001068115234,49.81821060180664,163448400
2019-08-05,49.497501373291016,49.662498474121094,48.14500045776367,48.334999084472656,47.210330963134766,209572000
2019-08-06,49.07749938964844,49.51750183105469,48.5099983215332,49.25,48.10404586791992,143299200
2019-08-07,48.852500915527344,49.88999938964844,48.45500183105469,49.7599983215332,48.602176666259766,133457600
2019-08-08,50.04999923706055,50.88249969482422,49.84749984741211,50.85749816894531,49.67414093017578,108038000
2019-08-09,50.32500076293945,50.689998626708984,49.8224983215332,50.247501373291016,49.264808654785156,98478800
2019-08-12,49.904998779296875,50.51250076293945,49.787498474121094,50.119998931884766,49.139793395996094,89927600
2019-08-13,50.255001068115234,53.03499984741211,50.119998931884766,52.24250030517578,51.22079086303711,188874000
2019-08-14,50.790000915527344,51.61000061035156,50.647499084472656,50.6875,49.69620132446289,146189600
2019-08-15,50.8650016784668,51.28499984741211,49.91749954223633,50.435001373291016,49.44864273071289,108909600
2019-08-16,51.06999969482422,51.790000915527344,50.959999084472656,51.625,50.6153678894043,110481600
2019-08-19,52.654998779296875,53.182498931884766,52.50749969482422,52.587501525878906,51.55904769897461,97654400
2019-08-20,52.720001220703125,53.337501525878906,52.58000183105469,52.59000015258789,51.561500549316406,107537200
2019-08-21,53.247501373291016,53.412498474121094,52.900001525878906,53.15999984741211,52.12034606933594,86141600
2019-08-22,53.29750061035156,53.61000061035156,52.6875,53.1150016784668,52.07622528076172,89014800
2019-08-23,52.35749816894531,53.01250076293945,50.25,50.65999984741211,49.66923904418945,187272000
2019-08-26,51.46500015258789,51.79750061035156,51.26499938964844,51.622501373291016,50.6129150390625,104174400
2019-08-27,51.96500015258789,52.13750076293945,50.88249969482422,51.040000915527344,50.041805267333984,103493200
2019-08-28,51.025001525878906,51.43000030517578,50.83000183105469,51.38249969482422,50.37761306762695,63755200
2019-08-29,52.125,52.33000183105469,51.665000915527344,52.252498626708984,51.2305908203125,83962000
2019-08-30,52.540000915527344,52.61249923706055,51.79999923706055,52.185001373291016,51.1644172668457,84573600
2019-09-03,51.60749816894531,51.744998931884766,51.05500030517578,51.42499923706055,50.419273376464844,80092000
2019-09-04,52.09749984741211,52.369998931884766,51.83000183105469,52.29750061035156,51.274715423583984,76752400
2019-09-05,53.0,53.49250030517578,52.877498626708984,53.31999969482422,52.277217864990234,95654800
2019-09-06,53.51250076293945,53.60499954223633,53.127498626708984,53.314998626708984,52.272315979003906,77449200
2019-09-09,53.709999084472656,54.11000061035156,52.76750183105469,53.54249954223633,52.495365142822266,109237600
2019-09-10,53.46500015258789,54.19499969482422,52.9275016784668,54.17499923706055,53.11549377441406,127111600
2019-09-11,54.51750183105469,55.9275016784668,54.432498931884766,55.897499084472656,54.8043098449707,177158400
2019-09-12,56.20000076293945,56.60499954223633,55.71500015258789,55.772499084472656,54.68175506591797,128906800
2019-09-13,55.0,55.1974983215332,54.255001068115234,54.6875,53.61797332763672,159053200
2019-09-16,54.432498931884766,55.032501220703125,54.38999938964844,54.974998474121094,53.89984893798828,84632400
2019-09-17,54.9900016784668,55.20500183105469,54.779998779296875,55.17499923706055,54.095943450927734,73274800
2019-09-18,55.26499938964844,55.712501525878906,54.86000061035156,55.692501068115234,54.60332107543945,101360000
2019-09-19,55.502498626708984,55.939998626708984,55.092498779296875,55.2400016784668,54.15967559814453,88242400
2019-09-20,55.345001220703125,55.63999938964844,54.36750030517578,54.432498931884766,53.367958068847656,221652400
2019-09-23,54.73749923706055,54.959999084472656,54.412498474121094,54.68000030517578,53.61062240600586,76662000
2019-09-24,55.25749969482422,55.622501373291016,54.29750061035156,54.41999816894531,53.35570526123047,124763200
2019-09-25,54.63750076293945,55.375,54.28499984741211,55.25749969482422,54.17682647705078,87613600
2019-09-26,55.0,55.23500061035156,54.70750045776367,54.97249984741211,53.897403717041016,75334000
2019-09-27,55.1349983215332,55.2400016784668,54.31999969482422,54.70500183105469,53.6351318359375,101408000
2019-09-30,55.224998474121094,56.14500045776367,55.1974983215332,55.99250030517578,54.89745330810547,103909600
2019-10-01,56.26750183105469,57.05500030517578,56.04999923706055,56.147499084472656,55.04941940307617,139223200
2019-10-02,55.76499938964844,55.89500045776367,54.48249816894531,54.7400016784668,53.6694450378418,138449200
2019-10-03,54.60749816894531,55.2400016784668,53.782501220703125,55.20500183105469,54.12535095214844,114426000
2019-10-04,56.40999984741211,56.872501373291016,55.97249984741211,56.752498626708984,55.6425895690918,138478800
2019-10-07,56.567501068115234,57.48249816894531,56.459999084472656,56.76499938964844,55.65484619140625,122306000
2019-10-08,56.45500183105469,57.01499938964844,56.08250045776367,56.099998474121094,55.00284957885742,111820000
2019-10-09,56.75749969482422,56.9474983215332,56.40999984741211,56.75749969482422,55.647491455078125,74770400
2019-10-10,56.98249816894531,57.61000061035156,56.82500076293945,57.522499084472656,56.39752960205078,113013600
2019-10-11,58.23749923706055,59.40999984741211,58.07749938964844,59.0525016784668,57.89760971069336,166795600
2019-10-14,58.724998474121094,59.532501220703125,58.66749954223633,58.967498779296875,57.81427001953125,96427600
2019-10-15,59.09749984741211,59.412498474121094,58.720001220703125,58.83000183105469,57.67946243286133,87360000
2019-10-16,58.342498779296875,58.810001373291016,58.29999923706055,58.592498779296875,57.44660568237305,73903200
2019-10-17,58.772499084472656,59.037498474121094,58.380001068115234,58.81999969482422,57.669654846191406,67585200
2019-10-18,58.647499084472656,59.39500045776367,58.5724983215332,59.102500915527344,57.946632385253906,97433600
2019-10-21,59.380001068115234,60.247501373291016,59.33000183105469,60.127498626708984,58.95158386230469,87247200
2019-10-22,60.290000915527344,60.54999923706055,59.904998779296875,59.9900016784668,58.816776275634766,82293600
2019-10-23,60.525001525878906,60.810001373291016,60.30500030517578,60.79499816894531,59.60602569580078,75828800
2019-10-24,61.127498626708984,61.20000076293945,60.45249938964844,60.89500045776367,59.704071044921875,69275200
2019-10-25,60.790000915527344,61.682498931884766,60.720001220703125,61.64500045776367,60.43940734863281,73477200
2019-10-28,61.85499954223633,62.3125,61.68000030517578,62.26250076293945,61.04482650756836,96572800
2019-10-29,62.24250030517578,62.4375,60.64250183105469,60.8224983215332,59.632991790771484,142839600
2019-10-30,61.189998626708984,61.32500076293945,60.3025016784668,60.814998626708984,59.62563705444336,124522000
2019-10-31,61.810001373291016,62.29249954223633,59.314998626708984,62.189998626708984,60.9737434387207,139162000
2019-11-01,62.3849983215332,63.98249816894531,62.290000915527344,63.95500183105469,62.70423126220703,151125200
2019-11-04,64.3324966430664,64.4625015258789,63.845001220703125,64.375,63.116004943847656,103272000
2019-11-05,64.26249694824219,64.54750061035156,64.08000183105469,64.28250122070312,63.025325775146484,79897600
2019-11-06,64.19249725341797,64.37249755859375,63.842498779296875,64.30999755859375,63.052284240722656,75864400
2019-11-07,64.68499755859375,65.0875015258789,64.52749633789062,64.85749816894531,63.779991149902344,94940400
2019-11-08,64.67250061035156,65.11000061035156,64.2125015258789,65.03500366210938,63.95454406738281,69986400
2019-11-11,64.57499694824219,65.61750030517578,64.56999969482422,65.55000305175781,64.46099090576172,81821200
2019-11-12,65.38749694824219,65.69750213623047,65.2300033569336,65.48999786376953,64.4019775390625,87388800
2019-11-13,65.28250122070312,66.19499969482422,65.26750183105469,66.11750030517578,65.01905059814453,102734400
2019-11-14,65.9375,66.22000122070312,65.5250015258789,65.66000366210938,64.56916046142578,89182800
2019-11-15,65.91999816894531,66.44499969482422,65.75250244140625,66.44000244140625,65.33621215820312,100206400
2019-11-18,66.44999694824219,66.85749816894531,66.05750274658203,66.7750015258789,65.66563415527344,86703200
2019-11-19,66.9749984741211,67.0,66.34750366210938,66.57250213623047,65.46650695800781,76167200
2019-11-20,66.38500213623047,66.5199966430664,65.0999984741211,65.79750061035156,64.70437622070312,106234400
2019-11-21,65.92250061035156,66.00250244140625,65.29499816894531,65.50250244140625,64.41426849365234,121395200
2019-11-22,65.64749908447266,65.79499816894531,65.20999908447266,65.44499969482422,64.35772705078125,65325200
2019-11-25,65.67749786376953,66.61000061035156,65.62999725341797,66.59249877929688,65.48616790771484,84020400
2019-11-26,66.73500061035156,66.79000091552734,65.625,66.07250213623047,64.97481536865234,105207600
2019-11-27,66.3949966430664,66.99500274658203,66.32749938964844,66.95999908447266,65.84756469726562,65235600
2019-11-29,66.6500015258789,67.0,66.4749984741211,66.8125,65.7025146484375,46617600
2019-12-02,66.81749725341797,67.0625,65.86250305175781,66.04000091552734,64.94284057617188,94487200
2019-12-03,64.57749938964844,64.88249969482422,64.07250213623047,64.86250305175781,63.784915924072266,114430400
2019-12-04,65.26750183105469,65.82749938964844,65.16999816894531,65.43499755859375,64.34789276123047,67181600
2019-12-05,65.94750213623047,66.47250366210938,65.68250274658203,66.3949966430664,65.29194641113281,74424400
2019-12-06,66.87000274658203,67.75,66.82499694824219,67.67749786376953,66.55313110351562,106075600
2019-12-09,67.5,67.69999694824219,66.22750091552734,66.7300033569336,65.62138366699219,128042400
2019-12-10,67.1500015258789,67.51750183105469,66.46499633789062,67.12000274658203,66.00489807128906,90420400
2019-12-11,67.20249938964844,67.7750015258789,67.125,67.69249725341797,66.56788635253906,78756800
2019-12-12,66.94499969482422,68.13999938964844,66.83000183105469,67.86499786376953,66.73751831054688,137310400
2019-12-13,67.86499786376953,68.82499694824219,67.73249816894531,68.7874984741211,67.64470672607422,133587600
2019-12-16,69.25,70.19750213623047,69.24500274658203,69.96499633789062,68.8026351928711,128186000
2019-12-17,69.89250183105469,70.44249725341797,69.69999694824219,70.10250091552734,68.93785095214844,114158400
2019-12-18,69.94999694824219,70.4749984741211,69.77999877929688,69.93499755859375,68.77313232421875,116028400
2019-12-19,69.875,70.29499816894531,69.73750305175781,70.00499725341797,68.84196472167969,98369200
2019-12-20,70.55750274658203,70.6624984741211,69.63999938964844,69.86000061035156,68.69938659667969,275978000
2019-12-23,70.13249969482422,71.0625,70.09249877929688,71.0,69.82044219970703,98572000
2019-12-24,71.17250061035156,71.22250366210938,70.7300033569336,71.06749725341797,69.8868179321289,48478800
2019-12-26,71.20500183105469,72.49500274658203,71.17500305175781,72.47750091552734,71.27339172363281,93121200
2019-12-27,72.77999877929688,73.49250030517578,72.02999877929688,72.44999694824219,71.24635314941406,146266000
2019-12-30,72.36499786376953,73.17250061035156,71.30500030517578,72.87999725341797,71.6692123413086,144114400
